Kiuruvesi;50.4;7759;-1.2;14.3;53.7;32.0;0.0;1.3;-66;-82;2086;3960;81.7;26.6;68.9;18.4;2736;66.6;69.0;16.5;36.6;187.1;2456;24.8;14.1;59.2;83.4;936.2;4042.1;7096.4;1943.5;4794.0
Kivijärvi;52.7;1088;-1.7;13.4;48.4;38.1;0.0;2.0;-13;21;299;543;90.8;17.5;60.1;12.6;348;66.0;56.9;13.9;43.7;218.1;239;16.3;13.0;66.5;71.6;1217.7;4774.2;10299.0;1759.7;5103.9
Kokemäki;59.5;6951;-0.9;12.5;56.1;31.4;0.2;2.8;-94;-27;1969;3634;86.5;19.6;68.3;21.8;2619;68.5;54.3;12.7;35.5;167.8;2361;7.4;26.7;64.0;86.7;804.1;3403.3;5097.4;1692.7;4091.0
Kokkola;88.4;47909;0.3;18.5;58.5;23.0;12.3;2.6;47;-87;13031;21831;66.8;29.5;74.0;28.7;19576;72.9;87.4;10.4;25.7;144.0;20898;3.0;22.2;73.7;105.0;623.4;5156.1;9506.1;2082.5;3735.9
Kolari;49.8;3989;1.6;15.7;57.0;27.3;0.7;2.1;-13;95;1014;1774;93.5;22.6;74.2;23.2;1567;70.6;77.1;15.1;30.7;150.5;1562;3.4;8.1;85.1;94.4;680.0;1149.0;3665.5;2115.2;4723.6
Konnevesi;40.9;2586;-0.3;12.8;52.7;34.5;0.0;0.9;-24;-15;720;1308;92.0;22.9;67.2;19.7;883;67.6;58.4;16.4;39.1;193.7;782;17.9;9.5;70.8;83.5;929.4;9621.7;12656.0;1928.3;4378.7
Kontiolahti;71.1;15035;1.2;20.9;60.8;18.2;0.1;1.1;44;-17;4235;6351;93.7;17.3;79.6;33.1;6386;74.8;28.1;11.9;20.8;132.6;3570;4.2;37.8;56.2;54.9;716.0;2939.6;4809.8;2267.5;2685.9
Korsnäs;66.7;2050;-0.9;14.5;55.9;29.6;84.7;8.6;-24;-4;602;915;95.6;15.8;69.8;24.6;902;78.6;53.2;8.7;30.2;129.3;666;20.3;14.0;62.0;73.7;228.7;1453.6;3114.6;2179.9;3989.8
Koski Tl;53.2;2271;-0.9;13.4;53.5;33.1;0.3;3.8;-28;10;636;1167;89.9;16.1;66.8;20.6;857;72.9;56.4;10.8;36.3;167.4;898;16.3;26.3;55.6;100.3;878.3;218.2;743.5;2093.4;3896.6
Kotka;98.3;51241;-0.8;12.9;58.8;28.3;1.0;5.5;-348;-356;13441;28026;44.0;36.4;73.3;28.0;18903;64.1;80.4;17.7;32.2;173.3;21960;0.4;21.8;76.6;112.5;747.5;5695.3;9850.8;2057.9;4351.1
Kouvola;85.9;80454;-0.9;12.8;58.0;29.2;0.4;2.8;-648;-423;21935;43179;62.2;28.4;72.5;26.2;30675;67.4;83.5;14.9;33.5;164.7;30500;3.3;21.7;73.4;95.9;721.2;3287.5;5936.9;2086.9;4180.5
Kristiinankaupunki;68.1;6380;-0.4;12.3;50.8;36.9;53.7;4.9;-53;-107;1848;3151;89.7;18.9;65.5;23.6;2494;76.7;73.5;6.1;39.7;156.8;2396;10.7;16.1;71.1;93.6;574.3;4653.2;6586.4;1897.6;4388.5
Kruunupyy;54.9;6442;0.4;17.1;56.7;26.2;76.8;3.5;-16;-28;1920;2659;94.4;12.3;67.7;25.0;2779;79.7;54.1;6.3;28.4;130.9;2443;12.2;40.8;45.4;85.4;726.5;3858.3;4690.0;2011.4;3719.9
Kuhmo;64.2;7928;-1.4;10.8;51.1;38.1;0.1;1.4;-127;-29;2188;4289;78.7;24.2;70.3;18.6;2699;66.9;86.7;15.1;43.6;198.0;2736;13.2;20.0;65.4;98.7;291.3;4926.8;7908.6;1588.3;5375.0
Kuhmoinen;55.9;2158;-0.1;8.4;47.0;44.6;0.3;0.7;-47;5;573;1212;80.1;20.4;65.2;21.1;677;66.7;67.4;14.0;49.4;219.2;594;13.5;18.0;65.7;84.5;969.0;1791.3;4021.3;1858.9;4931.5
Kumlinge;0.0;313;2.0;10.2;50.8;39.0;84.0;11.8;-2;-9;82;161;93.2;17.4;63.0;27.2;129;76.1;55.9;6.5;38.4;138.0;94;6.4;2.1;74.5;65.7;1000.0;1384.4;0.0;2843.6;2697.1
Kuopio;86.5;121543;1.1;14.3;63.6;22.0;0.1;2.9;-27;678;31686;63217;41.6;40.5;78.9;34.3;50073;67.7;84.6;13.0;25.8;140.1;53394;2.6;14.6;81.6;104.5;476.0;3822.5;9714.6;2052.0;3894.8
Kuortane;36.7;3528;-0.2;13.5;53.0;33.4;0.1;1.5;-26;1;1000;1655;94.4;18.0;66.9;23.4;1380;76.2;60.7;6.6;35.8;156.1;1278;12.8;22.6;62.5;92.9;725.5;2546.1;5757.2;2220.4;4140.4
Kurikka;62.5;20197;-1.3;14.5;54.2;31.3;0.4;1.6;-146;-85;5777;9853;89.4;19.4;69.7;20.5;7659;71.4;66.3;11.1;34.9;167.1;7188;11.5;30.2;56.7;89.7;551.0;3751.3;6451.5;2017.1;4484.3
Kustavi;37.2;971;0.9;9.0;50.7;40.4;1.3;2.1;-19;30;281;505;92.9;19.8;68.9;28.5;367;72.5;51.9;11.6;43.0;162.1;271;18.5;21.8;57.2;75.3;979.2;2604.0;4951.1;1533.3;4302.5
Kuusamo;65.0;15165;-0.3;14.6;56.2;29.2;0.2;2.2;-43;48;4220;7307;74.5;25.8;73.3;22.0;5655;67.9;91.7;13.0;34.2;169.0;5993;5.8;16.1;76.8;102.2;570.0;2042.7;3866.2;2255.6;4245.5
Kyyjärvi;58.9;1232;-4.3;15.0;47.9;37.1;0.1;1.6;-20;-7;341;603;96.7;19.4;60.1;15.2;420;66.4;68.6;14.8;39.0;206.7;456;11.0;41.2;46.1;104.3;1039.6;10133.5;15223.6;1837.7;4746.1
Kärkölä;66.9;4245;-1.9;12.5;58.7;28.8;0.4;2.6;-11;-32;1221;2183;89.5;21.6;66.1;19.3;1658;68.2;46.1;16.6;32.5;160.9;1473;8.0;42.9;46.9;87.5;1045.5;3751.5;4074.9;1677.3;3477.1
Kärsämäki;46.7;2533;-0.2;17.6;53.1;29.3;0.1;0.8;-12;-31;637;1133;97.4;23.9;65.1;13.9;888;68.6;70.9;12.6;33.7;185.8;954;22.4;24.1;52.6;107.3;845.9;4639.1;8774.6;2411.7;4231.7
Kökar;0.0;224;-0.4;4.0;60.3;35.7;86.2;5.8;-1;-9;59;116;93.1;21.6;67.9;24.3;96;70.9;68.0;14.3;38.2;134.4;90;4.4;16.7;74.4;87.4;-288.9;8693.3;0.0;2400.0;3244.4
Lahti;97.5;120027;0.0;14.2;60.6;25.2;0.4;4.9;-309;205;30810;65207;32.5;41.1;72.5;29.3;45828;65.3;77.3;17.9;28.4;161.8;51485;0.5;25.1;72.9;107.3;774.2;7281.9;10364.1;1971.8;3485.9
Laihia;82.4;7916;-1.0;19.2;57.0;23.9;1.1;1.3;-26;-1;2246;3556;88.6;17.2;72.9;30.7;3183;73.5;35.4;12.9;26.6;151.2;1801;8.1;21.8;68.1;53.0;505.1;3735.0;5175.0;1891.2;3656.0
Laitila;70.2;8456;-0.1;16.1;58.4;25.5;0.4;8.1;-30;-157;2286;4069;74.0;23.7;67.0;20.4;3573;75.2;62.9;9.1;29.2;137.0;3648;8.7;41.8;47.9;100.1;686.8;3235.7;5519.1;2448.3;3576.1
Lapinjärvi;29.0;2580;-1.6;14.5;55.0;30.5;29.7;6.0;-16;21;725;1251;96.0;21.3;64.2;20.8;1005;70.7;49.5;14.0;32.7;160.8;877;22.1;19.2;56.2;81.4;1133.2;2882.1;6978.3;1852.0;3768.8
Lapinlahti;53.3;9247;-1.2;14.4;56.5;29.1;0.1;1.3;-90;-53;2568;4666;90.3;23.7;69.5;21.0;3509;69.1;58.9;13.8;33.4;166.7;2872;18.3;26.0;53.9;78.7;486.0;3626.3;6405.1;1811.9;4517.0
Lappajärvi;53.6;2866;-2.0;14.0;49.5;36.5;0.4;3.9;-24;-68;837;1349;90.1;14.8;70.2;22.0;988;68.9;66.1;10.4;40.3;196.1;980;17.4;20.6;59.9;91.6;394.5;4265.0;7076.2;1861.2;4762.1
Lappeenranta;90.5;72634;0.0;13.4;61.8;24.8;0.2;4.8;-325;106;18927;38796;45.4;37.7;75.6;31.5;28619;65.6;84.9;14.1;27.9;153.9;31700;1.6;21.3;76.0;107.8;499.6;3137.7;6976.4;1853.2;3794.4
Lapua;78.5;14203;-0.1;17.7;57.2;25.1;0.2;1.9;-77;2;3938;6430;82.1;22.5;72.3;28.7;5656;73.2;56.0;9.8;28.7;151.4;4570;8.0;30.5;59.9;79.5;657.1;4976.9;8625.8;2297.4;3782.7
Laukaa;72.7;18788;-0.2;21.8;57.2;20.9;0.1;0.9;12;-93;5220;7958;87.5;19.2;75.5;28.4;7372;73.0;39.7;12.9;24.0;155.3;5440;4.0;27.9;65.9;71.6;680.2;4997.4;7827.8;2234.7;3262.6
Lemi;54.1;2917;-1.6;17.4;55.7;26.9;0.1;1.5;-28;13;853;1363;97.4;15.3;70.6;24.8;1190;73.5;26.6;11.3;29.1;149.1;481;14.3;11.6;69.4;39.9;426.5;2207.5;3971.0;1889.3;3895.4
Lemland;32.7;2135;1.0;21.5;59.5;19.0;91.3;9.0;14;38;611;857;94.4;9.9;74.0;31.6;992;79.5;20.9;8.1;18.5;113.1;360;4.4;13.9;73.3;34.5;-65.8;2515.1;0.0;2957.4;1553.5
Lempäälä;89.5;24164;1.4;21.9;61.0;17.0;0.3;1.6;103;173;6669;10055;73.3;21.1;78.6;38.3;10471;76.9;31.8;9.7;19.2;127.6;7623;1.7;25.3;71.1;72.5;624.8;3808.5;7067.9;2293.8;2885.5
Leppävirta;58.1;9280;-1.3;13.2;54.7;32.1;0.1;1.3;-67;8;2690;4686;84.4;19.2;71.5;25.0;3379;67.6;55.0;16.2;36.7;178.2;2849;7.0;38.2;52.7;79.7;649.1;1111.5;4110.2;1645.5;4409.1
Lestijärvi;35.8;719;-0.4;15.3;51.3;33.4;0.1;1.7;-8;10;187;336;98.2;21.7;66.6;21.2;251;66.6;67.2;9.4;37.8;187.6;260;36.5;12.3;48.5;101.6;256.2;8914.1;12333.8;2037.4;4630.2
Lieksa;69.6;10543;-1.6;9.7;50.8;39.5;0.1;3.7;-164;-82;2844;6058;72.1;25.7;67.2;18.8;3336;60.9;88.1;17.1;44.4;221.3;3491;8.0;24.3;66.6;102.6;968.2;643.1;3587.4;1564.7;4930.7
Lieto;84.3;20291;0.7;19.2;60.8;20.0;1.5;1.8;29;101;5998;8562;79.8;13.1;76.2;35.3;9043;78.0;28.5;9.2;22.3;122.8;6593;2.8;33.4;61.4;70.5;713.8;3541.7;4612.5;1954.9;2924.9
Liminka;80.4;10218;-0.2;30.8;58.4;10.8;0.1;0.4;117;-68;2521;3352;94.7;14.8;76.1;33.4;4041;76.0;31.7;9.8;12.8;153.4;2692;5.7;25.2;67.3;66.0;731.7;3072.2;4705.5;2626.8;2789.1
Liperi;57.4;11979;-0.1;17.8;59.0;23.2;0.1;1.0;-18;-75;3357;5518;90.0;21.6;77.1;27.4;4779;70.5;36.4;15.2;26.8;151.0;3412;9.8;25.1;63.2;68.6;409.9;3526.6;4901.0;1894.4;3688.0
Lohja;82.8;45988;0.2;15.5;59.3;25.3;3.5;3.8;-168;22;12728;22026;64.9;26.6;69.9;27.4;18948;73.0;58.7;11.5;28.2;142.2;15746;2.0;25.6;70.7;80.5;734.3;3887.7;6108.2;2174.1;3590.9
Loimaa;67.2;15628;-0.9;13.4;55.1;31.5;0.2;3.2;-74;-72;4257;8096;74.7;22.5;68.9;24.0;5851;69.3;73.2;12.2;35.3;169.5;6127;8.8;29.2;60.1;99.5;809.9;2571.7;3399.3;1596.0;4083.5
Loppi;55.3;7799;-0.7;15.7;58.1;26.2;0.5;2.3;-34;41;2201;3550;89.2;15.0;68.9;22.6;3343;77.6;36.3;7.4;29.0;134.9;2021;9.1;22.8;65.4;59.9;785.3;2368.3;3481.0;2047.4;3260.9
Loviisa;74.5;14643;-0.7;13.2;56.6;30.1;39.7;3.7;-100;43;4094;7512;73.5;26.8;67.2;25.0;5645;69.4;58.3;16.3;33.2;161.2;4957;5.4;32.7;59.4;82.0;727.0;5722.6;7157.6;2191.5;3744.0
Luhanka;0.0;703;0.6;8.0;50.5;41.5;0.0;0.7;-12;18;188;375;97.1;15.7;63.1;23.0;249;71.1;46.5;12.3;45.2;180.7;172;22.1;13.4;62.2;70.8;1267.5;4143.1;7130.2;1273.2;4337.6
Lumijoki;66.0;2018;-0.9;25.5;55.6;19.0;0.2;1.4;18;-17;490;753;98.0;18.3;68.4;21.1;741;74.5;35.0;10.1;21.5;174.8;465;16.1;23.2;57.4;64.6;654.7;2930.7;4351.7;2453.8;2959.7
Lumparland;0.0;376;1.1;15.2;56.4;28.5;84.6;12.2;2;-3;113;170;95.3;10.6;68.5;28.4;176;80.7;25.4;6.9;25.3;111.4;87;17.2;4.6;71.3;51.5;1053.8;4365.6;0.0;2508.1;1701.6
Luoto;88.3;5622;1.6;29.4;55.9;14.7;92.0;2.8;86;35;1412;1777;94.9;13.0;72.1;23.8;2343;82.4;28.8;4.1;16.4;136.2;1148;2.7;40.9;55.1;48.2;554.8;4978.3;8155.9;2476.0;2927.4
Luumäki;61.7;4473;-1.5;11.6;53.0;35.3;0.3;2.2;-78;-24;1235;2384;87.9;22.4;67.5;22.5;1670;72.0;53.2;12.6;38.6;172.0;1290;16.6;22.6;58.6;75.3;364.5;911.5;4351.7;2134.1;4781.0
Maalahti;71.9;5487;0.7;15.6;55.2;29.2;85.3;4.3;-31;-8;1577;2555;94.8;17.3;72.5;28.9;2401;80.0;51.2;7.0;30.4;127.0;1864;10.0;28.2;59.7;75.9;726.7;5170.6;6773.6;2247.8;3947.7
Maarianhamina;99.6;11742;0.3;13.9;60.7;25.4;82.5;14.8;-35;-10;2981;6161;42.7;44.5;70.8;34.5;5125;72.5;76.8;11.5;25.6;128.4;9522;0.1;8.4;89.5;170.1;783.6;2174.8;5891.5;2242.5;2049.3
Marttila;46.1;1990;-0.5;16.1;55.5;28.4;1.0;2.4;-3;-26;559;959;94.0;15.6;67.8;22.2;809;74.1;37.7;10.7;31.0;147.1;501;18.4;21.0;56.9;60.3;579.8;1245.1;1754.9;1577.8;3332.2
Masku;80.9;9612;0.7;19.6;61.2;19.1;1.2;1.6;12;-22;2880;3888;94.1;8.4;76.7;33.1;4291;78.1;21.6;10.4;21.7;122.4;2336;3.9;26.8;67.1;51.7;671.4;5046.0;5312.9;2060.4;2927.5
Merijärvi;38.0;1076;-0.2;25.0;50.8;24.2;0.1;0.2;0;-15;258;431;97.9;20.6;62.8;13.0;349;67.7;47.7;15.5;27.6;208.9;239;25.1;15.5;57.3;65.8;626.2;3648.4;4926.7;2497.2;3632.7
Merikarvia;58.0;3055;-0.4;14.4;50.2;35.4;0.5;1.4;-32;24;849;1479;86.7;19.8;63.4;19.9;1041;69.4;68.5;12.9;39.5;194.5;956;12.6;32.1;52.5;90.7;768.8;1027.1;1485.3;1911.3;4802.3
Miehikkälä;29.9;1835;-1.8;9.5;52.2;38.3;0.3;2.9;-32;41;523;950;96.4;17.6;60.5;16.3;648;68.1;44.5;14.3;42.7;188.3;415;25.8;7.2;65.1;65.0;1062.6;4719.0;5793.4;1503.7;4142.4
Mikkeli;81.1;52122;-0.9;13.6;58.5;27.8;0.2;2.6;-240;-436;13995;27477;56.1;33.0;75.2;31.1;20572;69.0;89.0;12.5;31.2;155.6;21938;3.0;19.2;76.6;103.3;652.9;5296.7;11307.0;1991.4;4127.3
Muhos;80.0;8909;0.1;22.8;58.2;19.0;0.1;0.8;8;-15;2305;3636;91.7;19.6;74.6;26.2;3349;69.8;45.1;12.7;23.0;165.8;2423;8.8;10.7;78.7;71.1;577.1;5699.5;6725.6;2192.1;3735.9
Multia;48.1;1488;-4.5;12.6;50.0;37.4;0.1;1.5;-17;9;424;757;94.2;18.4;67.3;19.3;505;65.8;59.4;14.8;40.1;208.5;593;28.5;28.2;42.3;113.2;982.0;1242.0;3875.5;1699.6;4558.4
Muonio;51.7;2321;1.0;14.8;57.0;28.2;0.7;3.5;-12;2;621;1023;92.6;20.9;74.4;24.8;892;70.1;82.9;15.4;30.4;157.5;1059;2.2;6.6;89.4;106.0;1098.8;2779.7;3696.1;2487.2;4694.8
Mustasaari;80.8;19536;0.4;19.4;57.9;22.6;68.8;2.0;31;-50;5791;8197;89.2;12.5;77.8;38.0;8570;80.0;32.6;8.2;24.0;127.0;5303;5.6;27.6;64.4;59.3;794.0;4663.2;5755.2;2320.2;3184.6
Muurame;87.1;10426;1.5;21.2;59.6;19.2;0.1;1.0;12;85;2967;4304;78.3;18.6;79.6;38.8;4372;76.1;29.8;10.3;21.4;134.8;2811;1.4;37.5;58.6;62.5;934.4;1712.0;4588.6;2097.1;2498.6
Mynämäki;65.9;7594;-0.7;14.8;57.7;27.5;0.9;2.3;-17;-8;2244;3612;89.1;15.1;71.2;23.1;3183;75.2;38.9;10.4;30.9;140.2;1958;15.0;24.4;58.8;60.0;462.7;4538.5;5154.9;1684.1;3789.7
Myrskylä;47.8;1816;-2.9;13.8;55.6;30.7;9.5;3.2;-12;-3;522;886;96.2;17.8;66.9;20.6;720;72.2;40.3;15.9;32.0;159.9;466;20.8;23.2;53.0;61.7;803.3;2829.0;3065.2;1580.4;3795.3
Mäntsälä;73.7;20837;0.3;18.9;60.9;20.2;0.8;3.0;28;-6;5780;9115;78.0;20.3;70.7;26.1;9270;77.3;37.4;9.1;22.5;124.2;6422;3.8;21.4;72.9;67.6;664.9;4287.9;9548.9;2479.8;3294.6
Mänttä-Vilppula;83.3;9563;-1.1;11.6;51.8;36.6;0.1;2.2;-105;-134;2675;5187;67.1;24.6;68.8;20.6;3329;66.9;75.6;13.2;40.6;190.6;3664;2.9;36.5;58.8;105.9;300.3;4415.4;7342.1;1725.8;4811.5
Mäntyharju;62.6;5635;-0.7;11.0;50.7;38.3;0.2;1.8;-101;-30;1489;3046;81.9;23.4;64.5;21.6;1929;68.0;70.5;12.6;42.5;194.2;1890;10.2;33.6;54.3;96.6;799.7;3566.1;5667.5;1640.4;4932.5
Naantali;85.5;19579;0.8;14.5;58.4;27.1;1.4;2.1;-71;191;5636;9406;60.6;24.6;76.2;35.6;8044;73.5;35.2;11.4;30.0;141.5;5690;2.2;32.1;63.2;68.0;977.0;772.1;3338.0;1890.9;3340.0
Nakkila;75.6;5169;-1.7;14.4;55.9;29.7;0.5;1.1;-38;-42;1513;2570;87.2;16.0;69.8;23.9;2023;71.6;36.3;11.0;32.5;159.8;1540;5.0;36.9;55.8;73.8;520.7;1379.4;2188.9;1750.6;3865.3
Nivala;65.3;10396;-1.0;21.9;54.2;23.9;0.0;0.8;21;-162;2651;4420;91.3;20.5;71.4;19.2;3905;73.3;66.8;10.8;26.8;168.9;3660;13.1;33.4;51.9;91.8;589.2;6157.1;11085.5;2211.3;4262.7
Nokia;91.5;34884;1.2;18.0;61.0;21.1;0.3;1.7;-2;537;9585;16107;59.8;25.2;75.2;30.4;14397;72.5;41.1;13.1;24.2;139.5;11515;0.9;33.0;64.4;78.5;746.3;2948.9;4734.8;1961.9;3133.6
Nousiainen;68.5;4689;-0.1;19.1;60.0;20.9;0.9;1.6;-2;-27;1394;1970;90.3;10.1;74.8;27.1;2079;77.5;23.0;9.9;23.5;125.7;997;10.6;18.8;67.6;45.6;864.1;3485.0;3829.5;2342.9;3124.9
Nurmes;61.1;9423;-0.8;11.5;51.8;36.7;0.1;1.7;-125;27;2519;5105;76.7;24.6;67.4;19.1;3207;65.7;84.6;17.0;40.8;196.3;3189;15.6;20.1;62.2;98.9;838.0;1528.7;3377.4;1866.2;4741.8
Nurmijärvi;89.0;44127;1.1;19.4;63.3;17.3;1.2;4.8;93;473;12149;18907;71.4;24.0;72.4;31.5;19987;77.0;34.3;10.4;19.2;118.5;12558;1.3;26.3;70.2;61.4;651.0;4734.4;7408.1;2249.5;3059.1
Närpiö;60.0;9562;0.0;15.9;55.4;28.6;76.4;15.2;-40;-94;2734;4263;82.4;19.0;63.4;22.8;4271;81.8;85.0;4.9;30.4;123.8;4527;23.2;23.8;51.5;105.6;922.4;3736.7;6555.8;2188.8;3700.8
Orimattila;67.4;15808;-0.5;16.2;57.9;25.9;0.6;2.2;-67;-65;4363;7680;78.3;22.0;68.8;21.4;6274;72.1;45.9;13.3;29.2;153.1;4799;8.3;32.3;57.1;73.2;783.5;3709.3;4677.2;1970.0;3533.6
Oripää;53.8;1337;0.2;16.1;56.5;27.4;0.4;7.9;-5;0;362;616;94.5;17.9;60.6;18.0;534;75.2;46.9;7.9;29.7;149.8;430;26.3;25.1;47.2;80.4;864.3;2727.9;3140.9;1841.1;3991.0
Orivesi;72.6;8978;-0.3;14.1;54.6;31.3;0.1;1.2;-79;-67;2503;4504;76.1;21.3;70.7;25.6;3391;71.0;50.0;12.5;34.4;165.6;2565;10.4;19.6;67.1;73.9;565.8;2326.3;4081.7;1858.1;4216.6
Oulainen;74.8;7102;-0.7;17.0;54.7;28.2;0.1;0.8;-35;-103;1863;3387;85.5;22.2;71.3;22.8;2563;69.1;71.5;13.3;32.1;179.2;2857;5.4;22.6;71.0;107.4;659.3;4607.4;6995.7;2164.2;4584.8
Oulu;96.7;209551;1.1;17.1;66.1;16.9;0.2;3.4;722;619;52572;103987;45.3;42.3;79.9;37.7;87409;66.9;86.9;14.0;20.1;137.2;92267;0.6;19.3;78.9;104.6;465.0;3621.2;5928.8;2078.1;3319.4
Outokumpu;71.2;6506;-0.7;13.2;53.0;33.8;0.1;3.2;-72;-68;1745;3495;75.9;29.6;71.1;19.0;1962;58.3;71.4;21.5;38.3;233.9;2390;3.8;39.8;55.2;111.6;4897.1;2037.9;4930.3;1854.1;4636.0
Padasjoki;50.9;2813;-1.7;9.7;48.6;41.6;0.4;1.1;-39;-3;797;1516;83.7;22.6;62.2;18.4;931;69.3;56.7;13.2;45.6;207.3;726;11.6;23.7;61.8;75.0;1227.9;3070.6;4147.5;1519.7;4840.3
Paimio;80.1;11041;1.1;19.0;58.3;22.7;1.1;2.3;-12;60;3066;5018;71.1;22.1;75.6;32.5;4640;75.8;34.2;9.3;25.2;135.4;3120;4.8;24.4;69.3;64.6;391.8;5010.5;5925.6;2087.6;3156.3
Paltamo;59.2;3183;-1.6;12.0;53.5;34.5;0.1;0.7;-54;15;899;1642;93.2;25.2;68.3;19.1;1088;64.4;53.2;15.4;39.6;197.3;890;9.3;16.0;73.1;82.6;123.0;5265.2;8816.4;1751.5;5472.6
Parainen;67.5;15086;-0.1;14.7;56.5;28.7;54.9;2.9;-97;57;4358;7192;78.3;18.4;73.6;35.0;6186;75.4;58.2;8.9;31.2;144.2;5143;4.5;29.5;63.5;80.3;409.3;2833.6;3390.0;2375.2;3997.0
Parikkala;45.5;4567;-1.9;10.1;48.3;41.6;0.2;1.2;-70;-14;1272;2540;84.9;20.8;66.7;19.3;1536;67.9;64.4;14.7;45.7;203.1;1345;18.4;17.8;60.8;83.7;75.2;239.5;911.3;1470.0;5225.6
Parkano;68.1;6286;-1.0;13.6;52.3;34.2;0.2;1.7;-53;2;1726;3194;79.4;22.6;67.8;19.0;2201;67.9;74.7;13.4;38.1;188.6;2463;6.5;33.3;58.8;106.9;409.9;3445.1;5545.5;1592.7;4398.0
Pedersören kunta;73.6;11172;0.0;23.3;58.0;18.7;88.8;2.7;106;-38;3129;4006;94.2;11.6;72.0;23.6;4902;80.9;48.4;7.0;20.4;127.9;4093;10.4;45.1;43.3;79.5;587.3;3314.1;4553.5;2488.8;3192.9
Pelkosenniemi;35.5;924;-0.8;9.4;52.3;38.3;0.4;0.5;-10;3;257;484;96.1;22.1;74.0;24.0;331;64.4;70.6;16.4;43.9;181.3;389;3.1;7.7;87.4;112.1;673.5;5121.4;7114.9;2055.9;6778.7
Pello;54.0;3296;-0.2;9.4;48.1;42.5;0.5;1.3;-55;-12;971;1703;89.6;17.6;68.3;20.8;1047;64.4;78.7;15.6;46.5;215.6;1100;12.7;16.2;67.4;99.8;606.2;1405.6;3381.7;1706.1;6033.6
Perho;37.8;2676;-1.1;25.0;50.0;25.0;0.5;0.6;-6;-48;672;1033;96.9;17.7;61.9;14.6;889;71.3;76.2;10.7;28.4;204.4;884;16.7;28.6;52.9;97.1;1019.2;6925.0;7872.5;2515.2;4117.9
Pertunmaa;42.4;1644;-0.6;10.0;49.8;40.1;0.2;1.6;-19;-17;431;911;95.8;21.0;62.3;16.5;560;68.1;63.7;11.5;43.8;195.4;604;17.9;25.2;53.8;100.2;113.1;4880.3;6663.8;1850.1;5159.6
Petäjävesi;61.5;3678;-2.5;18.2;56.7;25.2;0.2;1.0;-30;-47;1011;1733;90.7;21.2;73.4;26.3;1456;72.3;38.1;13.3;28.2;159.1;891;11.7;17.6;66.8;58.9;451.5;3745.0;7826.9;2316.0;3798.3
Pieksämäki;75.9;17253;-0.7;11.5;54.4;34.1;0.1;2.0;-192;-151;4748;9458;63.9;30.5;71.5;23.1;6271;67.4;83.1;11.8;39.4;177.1;6642;5.0;21.2;72.5;100.9;630.5;4747.5;6773.2;1516.7;4699.0
Pielavesi;41.9;4269;-1.2;12.6;48.7;38.6;0.2;1.2;-54;-17;1162;2168;83.1;18.5;65.2;16.6;1393;68.3;69.5;11.6;43.1;210.2;1267;24.3;12.2;61.2;90.6;927.1;3215.9;5578.3;1897.0;5393.4
Pietarsaari;98.5;19097;0.2;15.2;58.4;26.4;56.0;8.4;-49;-206;5253;9149;58.4;26.4;68.9;29.6;7698;72.5;75.4;10.4;29.4;147.7;11186;1.0;38.8;59.2;139.4;361.3;3928.5;7035.7;2308.9;4185.0
Pihtipudas;48.0;3873;-1.5;13.7;53.0;33.3;0.0;0.6;-45;-60;1034;1975;93.1;24.1;64.1;16.0;1409;70.6;75.1;12.8;37.0;179.0;1327;18.6;14.9;65.0;92.7;621.0;5458.2;10552.3;2134.3;4734.7
Pirkkala;97.8;20206;2.0;19.7;62.0;18.3;0.4;2.1;67;101;5668;8739;57.7;21.5;80.0;42.2;8940;77.4;27.4;9.6;20.4;121.5;8496;0.2;25.6;72.9;92.5;725.5;2935.2;3311.8;2270.4;2991.4
Polvijärvi;29.3;4161;-1.0;13.0;52.3;34.7;0.1;0.8;-20;-23;1156;2113;94.1;18.2;69.4;17.2;1380;64.3;55.5;18.7;39.8;204.4;1180;19.5;25.9;52.4;81.7;390.9;35.7;1524.9;1732.7;4379.7
Pomarkku;62.3;2013;-2.4;13.8;52.9;33.3;0.1;1.0;-25;0;586;1009;94.2;18.4;63.4;19.6;705;65.8;40.7;13.8;37.5;192.6;532;10.2;33.3;53.4;72.0;312.2;1988.4;2537.6;2038.8;4405.7
Pori;93.7;83482;-0.2;13.7;59.6;26.7;0.6;2.9;-393;-54;22251;44534;55.6;33.6;74.0;28.6;32021;66.6;79.8;15.9;30.3;161.3;34375;1.4;20.3;77.0;103.5;385.8;3404.2;6792.6;1779.2;3683.1
Pornainen;67.1;5066;-0.1;19.0;63.9;17.1;2.3;2.3;17;24;1440;1996;93.9;8.9;71.5;25.5;2382;79.4;26.1;9.1;18.7;112.8;1115;8.4;16.4;72.8;45.8;607.7;1869.2;2283.8;2235.1;2925.8
Porvoo;84.9;51149;1.0;16.6;61.2;22.2;28.3;5.1;-20;123;14009;23884;57.8;28.8;72.2;33.6;21663;73.2;63.6;12.4;24.7;133.7;21483;1.1;30.9;66.5;94.7;1112.2;3067.6;6879.3;2319.0;3343.9
Posio;41.6;3066;-1.6;7.9;50.5;41.6;0.1;1.4;-48;-26;894;1558;90.2;19.1;65.0;17.1;972;62.8;77.9;17.5;47.8;220.7;860;20.9;13.4;64.0;87.2;529.4;3326.9;5305.1;1700.4;6136.3
